user_id,session_id,product_id,event_type,timestamp,duration_seconds
2662,sess_2662_77839,1765,purchase,1760236054,637.35
242,sess_242_14117,1469,view,1753388354,64.7
975,sess_975_38080,1571,view,1758763798,651.29
975,sess_975_38080,1571,click,1758763949,519.01
975,sess_975_38080,1571,add_to_cart,1758763932,706.37
975,sess_975_38080,1571,purchase,1758764125,172.18
975,sess_975_38080,1571,purchase,1758763914,593.43
1452,sess_1452_71213,1868,view,1753317867,606.35
1452,sess_1452_71213,1868,click,1753318037,89.48
1452,sess_1452_71213,1868,add_to_cart,1753318083,655.66
1452,sess_1452_71213,1868,purchase,1753317963,224.54
1452,sess_1452_71213,1868,purchase,1753318079,483.12
575,sess_575_46509,1865,view,1760049031,787.16
575,sess_575_46509,1865,click,1760049055,399.37
2255,sess_2255_95477,1201,view,1758741082,872.13
969,sess_969_73653,1341,view,1759734788,778.32
969,sess_969_73653,1341,click,1759734808,149.01
969,sess_969_73653,1341,add_to_cart,1759734798,886.79
969,sess_969_73653,1341,purchase,1759735004,833.94
969,sess_969_73653,1341,purchase,1759735272,257.44
2854,sess_2854_30289,2961,view,1764624685,196.71
2854,sess_2854_30289,2961,click,1764624704,521.68
2854,sess_2854_30289,2961,add_to_cart,1764624971,55.8
2854,sess_2854_30289,2961,purchase,1764624940,52.39
2854,sess_2854_30289,2961,purchase,1764625301,429.63
2176,sess_2176_76562,1323,view,1766466595,62.6
279,sess_279_62923,2383,view,1765799279,222.35
279,sess_279_62923,2383,click,1765799436,36.73
336,sess_336_44179,1859,view,1764383742,644.86
336,sess_336_44179,1859,click,1764383808,239.79
336,sess_336_44179,1859,add_to_cart,1764383818,604.85
1229,sess_1229_19508,1937,view,1767654355,559.42
1229,sess_1229_19508,1937,click,1767654504,896.49
1229,sess_1229_19508,1937,add_to_cart,1767654401,484.33
2073,sess_2073_55745,1544,view,1753032194,791.46
2073,sess_2073_55745,1544,click,1753032293,257.2
1795,sess_1795_90173,2708,view,1754269752,476.52
1795,sess_1795_90173,2708,click,1754269927,735.58
1795,sess_1795_90173,2708,add_to_cart,1754269914,838.65
425,sess_425_44664,2923,view,1765874071,668.43
425,sess_425_44664,2923,click,1765874115,245.84
2478,sess_2478_36685,1432,view,1756276355,767.77
2478,sess_2478_36685,1432,click,1756276489,440.19
2478,sess_2478_36685,1432,add_to_cart,1756276391,83.98
1735,sess_1735_15778,2699,view,1767751156,694.24
1735,sess_1735_15778,2699,click,1767751324,881.84
1735,sess_1735_15778,2699,add_to_cart,1767751248,667.37
2260,sess_2260_83519,2446,view,1767648412,68.64
2260,sess_2260_83519,2446,click,1767648455,491.49
2260,sess_2260_83519,2446,add_to_cart,1767648610,524.68
2260,sess_2260_83519,2446,purchase,1767648538,387.38
2260,sess_2260_83519,2446,purchase,1767648472,278.12
164,sess_164_37535,2841,view,1756367462,600.57
164,sess_164_37535,2841,click,1756367557,702.32
164,sess_164_37535,2841,add_to_cart,1756367680,876.48
634,sess_634_31299,2896,view,1754390765,793.39
634,sess_634_31299,2896,click,1754390776,162.25
1361,sess_1361_97806,2603,view,1753314054,240.86
1361,sess_1361_97806,2603,click,1753314086,344.91
1361,sess_1361_97806,2603,add_to_cart,1753314082,772.88
1361,sess_1361_97806,2603,purchase,1753314237,180.42
1361,sess_1361_97806,2603,purchase,1753314542,315.34
933,sess_933_96511,1457,view,1764570462,296.11
285,sess_285_56025,2981,view,1757048365,360.31
285,sess_285_56025,2981,click,1757048507,298.7
285,sess_285_56025,2981,add_to_cart,1757048389,104.69
1070,sess_1070_15014,1366,view,1765991950,391.67
1070,sess_1070_15014,1366,click,1765992035,393.32
1070,sess_1070_15014,1366,add_to_cart,1765992220,104.97
2362,sess_2362_15817,1390,view,1755919199,2.52
2362,sess_2362_15817,1390,click,1755919341,618.48
2362,sess_2362_15817,1390,add_to_cart,1755919551,178.13
1767,sess_1767_91678,1144,view,1762544012,763.37
1767,sess_1767_91678,1144,click,1762544093,456.9
1767,sess_1767_91678,1144,add_to_cart,1762544362,368.15
1649,sess_1649_82667,2428,view,1765675108,378.98
1649,sess_1649_82667,2428,click,1765675210,609.91
1649,sess_1649_82667,2428,add_to_cart,1765675206,554.35
1233,sess_1233_49829,1832,view,1762997029,387.47
2376,sess_2376_70946,2243,view,1760398703,608.39
2376,sess_2376_70946,2243,click,1760398838,426.39
2376,sess_2376_70946,2243,add_to_cart,1760398799,593.31
1163,sess_1163_22240,2056,view,1754079775,605.84
1163,sess_1163_22240,2056,click,1754079837,726.1
1163,sess_1163_22240,2056,add_to_cart,1754079859,22.96
1003,sess_1003_69692,1974,view,1760857476,518.53
2943,sess_2943_74799,2427,view,1761105580,133.67
2943,sess_2943_74799,2427,click,1761105586,803.5
2943,sess_2943_74799,2427,add_to_cart,1761105644,700.8
2943,sess_2943_74799,2427,purchase,1761105763,159.12
2943,sess_2943_74799,2427,purchase,1761106128,418.63
2284,sess_2284_69829,1511,view,1765573584,601.15
2290,sess_2290_68008,2220,view,1757532042,384.64
2290,sess_2290_68008,2220,click,1757532187,401.88
2290,sess_2290_68008,2220,add_to_cart,1757532132,669.55
1945,sess_1945_42406,1922,view,1753720081,250.3
1945,sess_1945_42406,1922,click,1753720219,436.65
1945,sess_1945_42406,1922,add_to_cart,1753720213,247.86
318,sess_318_40735,2462,view,1763252019,288.42
318,sess_318_40735,2462,click,1763252162,73.44
318,sess_318_40735,2462,add_to_cart,1763252105,208.9
2843,sess_2843_18418,1313,view,1760850314,298.46
2843,sess_2843_18418,1313,click,1760850438,374.78
848,sess_848_61049,2706,view,1752629972,851.51
848,sess_848_61049,2706,click,1752629982,771.2
848,sess_848_61049,2706,add_to_cart,1752630276,342.96
848,sess_848_61049,2706,purchase,1752629990,848.52
848,sess_848_61049,2706,purchase,1752630296,678.37
1717,sess_1717_73993,2103,view,1764129358,392.82
1717,sess_1717_73993,2103,click,1764129370,350.58
2740,sess_2740_31632,2391,view,1753709297,827.67
2740,sess_2740_31632,2391,click,1753709461,481.18
2740,sess_2740_31632,2391,add_to_cart,1753709507,533.11
2740,sess_2740_31632,2391,purchase,1753709819,25.36
2740,sess_2740_31632,2391,purchase,1753709973,386.32
1892,sess_1892_44099,1373,view,1761450335,191.28
1339,sess_1339_46471,1692,view,1755194011,227.79
1339,sess_1339_46471,1692,click,1755194036,423.81
1339,sess_1339_46471,1692,add_to_cart,1755194297,47.82
1339,sess_1339_46471,1692,purchase,1755194293,202.58
1339,sess_1339_46471,1692,purchase,1755194099,703.33
2670,sess_2670_42411,1083,view,1764465925,559.58
978,sess_978_97747,1259,view,1765891506,853.03
978,sess_978_97747,1259,click,1765891630,629.82
978,sess_978_97747,1259,add_to_cart,1765891704,151.84
978,sess_978_97747,1259,purchase,1765891986,867.4
978,sess_978_97747,1259,purchase,1765891642,700.23
671,sess_671_24168,2976,view,1758101924,836.07
671,sess_671_24168,2976,click,1758102076,609.94
671,sess_671_24168,2976,add_to_cart,1758102126,357.59
2929,sess_2929_87607,1407,view,1756224055,219.32
2856,sess_2856_99687,2583,view,1757737407,716.81
2856,sess_2856_99687,2583,click,1757737556,704.59
2856,sess_2856_99687,2583,add_to_cart,1757737593,479.94
2710,sess_2710_76317,1759,view,1756946669,12.37
1721,sess_1721_23833,2685,view,1760537327,572.39
1721,sess_1721_23833,2685,click,1760537449,636.87
1721,sess_1721_23833,2685,add_to_cart,1760537559,159.35
1721,sess_1721_23833,2685,purchase,1760537741,868.96
1721,sess_1721_23833,2685,purchase,1760537623,554.71
2205,sess_2205_70931,2587,view,1760502915,242.29
2205,sess_2205_70931,2587,click,1760502982,747.83
2205,sess_2205_70931,2587,add_to_cart,1760502969,251.76
2205,sess_2205_70931,2587,purchase,1760503275,220.23
2205,sess_2205_70931,2587,purchase,1760503407,513.29
2737,sess_2737_13761,1777,view,1759517556,164.47
2737,sess_2737_13761,1777,click,1759517615,319.99
2737,sess_2737_13761,1777,add_to_cart,1759517698,306.96
2442,sess_2442_82848,2437,view,1767640335,853.31
2442,sess_2442_82848,2437,click,1767640361,217.98
2442,sess_2442_82848,2437,add_to_cart,1767640553,440.23
985,sess_985_94659,2415,view,1755867909,403.91
985,sess_985_94659,2415,click,1755867918,84.65
985,sess_985_94659,2415,add_to_cart,1755868031,364.56
985,sess_985_94659,2415,purchase,1755868110,276.28
985,sess_985_94659,2415,purchase,1755868521,332.75
2268,sess_2268_65771,2088,view,1755295923,298.38
2268,sess_2268_65771,2088,click,1755296044,244.55
2268,sess_2268_65771,2088,add_to_cart,1755296061,208.25
2955,sess_2955_25670,1395,view,1755347166,855.84
2955,sess_2955_25670,1395,click,1755347218,173.2
2955,sess_2955_25670,1395,add_to_cart,1755347422,249.57
2415,sess_2415_23176,2557,view,1753841457,267.33
2415,sess_2415_23176,2557,click,1753841554,162.32
2415,sess_2415_23176,2557,add_to_cart,1753841473,637.51
519,sess_519_17146,1562,view,1758526820,627.98
518,sess_518_23446,2307,view,1753168835,517.08
518,sess_518_23446,2307,click,1753168960,431.36
518,sess_518_23446,2307,add_to_cart,1753169019,166.74
518,sess_518_23446,2307,purchase,1753168889,227.98
518,sess_518_23446,2307,purchase,1753169343,103.56
268,sess_268_19710,1821,view,1758129834,618.12
268,sess_268_19710,1821,click,1758129877,135.13
268,sess_268_19710,1821,add_to_cart,1758130132,854.26
268,sess_268_19710,1821,purchase,1758129912,894.53
268,sess_268_19710,1821,purchase,1758129974,502.71
1705,sess_1705_78494,2242,view,1761428958,817.75
1705,sess_1705_78494,2242,click,1761429039,774.29
1757,sess_1757_89905,1626,view,1755394004,852.88
852,sess_852_44687,2282,view,1756730497,142.19
852,sess_852_44687,2282,click,1756730546,497.24
642,sess_642_69048,1006,view,1756244914,423.45
642,sess_642_69048,1006,click,1756244927,209.1
642,sess_642_69048,1006,add_to_cart,1756245068,632.99
642,sess_642_69048,1006,purchase,1756245277,64.99
642,sess_642_69048,1006,purchase,1756245170,831.6
2561,sess_2561_65723,2208,view,1765885016,203.1
2561,sess_2561_65723,2208,click,1765885059,817.66
583,sess_583_31747,1147,view,1754512542,535.94
2332,sess_2332_67560,2887,view,1765724334,620.12
2332,sess_2332_67560,2887,click,1765724442,848.47
2332,sess_2332_67560,2887,add_to_cart,1765724600,486.44
1794,sess_1794_66626,1165,view,1755487208,543.74
106,sess_106_98381,1188,view,1753785584,528.82
106,sess_106_98381,1188,click,1753785594,899.62
2754,sess_2754_85529,2683,view,1767135667,423.98
2754,sess_2754_85529,2683,click,1767135838,398.56
2754,sess_2754_85529,2683,add_to_cart,1767135819,164.16
2398,sess_2398_21959,1893,view,1759925177,368.1
2398,sess_2398_21959,1893,click,1759925264,603.45
2398,sess_2398_21959,1893,add_to_cart,1759925269,297.49
2398,sess_2398_21959,1893,purchase,1759925570,260.11
2398,sess_2398_21959,1893,purchase,1759925605,732.4
2254,sess_2254_21542,1076,view,1762533920,291.62
2254,sess_2254_21542,1076,click,1762534028,778.55
2254,sess_2254_21542,1076,add_to_cart,1762533930,592.24
2254,sess_2254_21542,1076,purchase,1762534349,416.32
2254,sess_2254_21542,1076,purchase,1762533992,169.64
1482,sess_1482_91973,2276,view,1760394426,184.0
1482,sess_1482_91973,2276,click,1760394571,118.78
1482,sess_1482_91973,2276,add_to_cart,1760394582,394.87
1482,sess_1482_91973,2276,purchase,1760394813,110.16
1482,sess_1482_91973,2276,purchase,1760395090,548.38
981,sess_981_50730,2454,view,1758569097,497.47
981,sess_981_50730,2454,click,1758569125,203.01
465,sess_465_94896,1946,view,1753849597,449.04
2936,sess_2936_64459,1598,view,1753806299,882.24
2936,sess_2936_64459,1598,click,1753806366,411.65
2936,sess_2936_64459,1598,add_to_cart,1753806383,345.84
2456,sess_2456_19150,2041,view,1763175980,306.55
2456,sess_2456_19150,2041,click,1763176114,241.19
011,sess_11_86931,1580,view,1758081143,441.19
011,sess_11_86931,1580,click,1758081186,402.45
011,sess_11_86931,1580,add_to_cart,1758081399,311.27
2261,sess_2261_69682,2563,view,1762412114,882.72
2261,sess_2261_69682,2563,click,1762412180,515.05
2261,sess_2261_69682,2563,add_to_cart,1762412242,770.56
2261,sess_2261_69682,2563,purchase,1762412444,40.24
2261,sess_2261_69682,2563,purchase,1762412618,635.0
1562,sess_1562_74923,1791,view,1767189556,452.56
1562,sess_1562_74923,1791,click,1767189712,299.46
412,sess_412_23069,2791,view,1758986648,14.8
412,sess_412_23069,2791,click,1758986689,369.57
412,sess_412_23069,2791,add_to_cart,1758986992,872.99
412,sess_412_23069,2791,purchase,1758986720,423.07
412,sess_412_23069,2791,purchase,1758986936,305.37
2838,sess_2838_53065,1815,view,1753510728,773.55
1557,sess_1557_92155,2955,view,1755752565,785.27
1557,sess_1557_92155,2955,click,1755752579,556.1
1557,sess_1557_92155,2955,add_to_cart,1755752695,568.41
1178,sess_1178_66881,1466,view,1766159041,633.8
412,sess_412_49251,1909,view,1752653702,42.35
412,sess_412_49251,1909,click,1752653721,264.74
1536,sess_1536_42007,1883,view,1758899150,509.77
1536,sess_1536_42007,1883,click,1758899201,153.82
324,sess_324_91226,2249,view,1756349546,448.4
324,sess_324_91226,2249,click,1756349700,129.66
324,sess_324_91226,2249,add_to_cart,1756349792,574.48
324,sess_324_91226,2249,purchase,1756349912,230.54
324,sess_324_91226,2249,purchase,1756349574,809.12
1906,sess_1906_98815,2846,view,1758640247,67.4
1906,sess_1906_98815,2846,click,1758640340,888.9
1906,sess_1906_98815,2846,add_to_cart,1758640409,575.41
1738,sess_1738_69878,2414,view,1753628796,180.1
1738,sess_1738_69878,2414,click,1753628899,768.15
1738,sess_1738_69878,2414,add_to_cart,1753628860,214.25
2343,sess_2343_48696,1736,view,1767442557,356.83
2343,sess_2343_48696,1736,click,1767442564,509.77
2343,sess_2343_48696,1736,add_to_cart,1767442917,700.7
201,sess_201_47512,2865,view,1754795869,546.75
201,sess_201_47512,2865,click,1754795964,197.89
201,sess_201_47512,2865,add_to_cart,1754795975,559.18
201,sess_201_47512,2865,purchase,1754796403,680.26
201,sess_201_47512,2865,purchase,1754796561,613.09
561,sess_561_92242,2287,view,1756966846,278.73
1806,sess_1806_27224,1069,view,1766298455,294.72
1806,sess_1806_27224,1069,click,1766298566,158.9
1806,sess_1806_27224,1069,add_to_cart,1766298531,708.08
1499,sess_1499_31567,2088,view,1763499400,870.68
1499,sess_1499_31567,2088,click,1763499480,672.16
1499,sess_1499_31567,2088,add_to_cart,1763499582,724.01
1919,sess_1919_28449,2973,view,1755158080,774.27
2967,sess_2967_83048,2382,view,1761673955,711.82
2967,sess_2967_83048,2382,click,1761673963,238.75
2967,sess_2967_83048,2382,add_to_cart,1761674027,409.85
2967,sess_2967_83048,2382,purchase,1761674486,674.36
2967,sess_2967_83048,2382,purchase,1761674243,526.52
2616,sess_2616_24201,2926,view,1756488764,424.86
2616,sess_2616_24201,2926,click,1756488927,795.93
2616,sess_2616_24201,2926,add_to_cart,1756489060,295.88
2499,sess_2499_93283,1454,view,1753988643,818.54
1238,sess_1238_25292,2330,view,1765465573,851.69
1238,sess_1238_25292,2330,click,1765465655,896.34
1238,sess_1238_25292,2330,add_to_cart,1765465641,88.38
1238,sess_1238_25292,2330,purchase,1765465999,122.96
1238,sess_1238_25292,2330,purchase,1765466057,334.54
2853,sess_2853_86983,2938,view,1755357435,796.99
2853,sess_2853_86983,2938,click,1755357607,90.02
2853,sess_2853_86983,2938,add_to_cart,1755357695,554.47
2853,sess_2853_86983,2938,purchase,1755357663,30.41
2853,sess_2853_86983,2938,purchase,1755357831,196.33
1822,sess_1822_57537,2947,view,1766143749,331.23
1822,sess_1822_57537,2947,click,1766143919,323.45
1631,sess_1631_26011,1566,view,1753583007,83.41
1631,sess_1631_26011,1566,click,1753583066,577.89
2446,sess_2446_16629,2989,view,1754610420,219.97
516,sess_516_18992,2612,view,1753888609,187.23
516,sess_516_18992,2612,click,1753888669,731.93
955,sess_955_88116,1673,view,1767763070,772.71
955,sess_955_88116,1673,click,1767763112,888.79
2213,sess_2213_24408,1514,view,1756719936,119.49
2213,sess_2213_24408,1514,click,1756720032,711.2
975,sess_975_12068,2206,view,1764887276,48.11
975,sess_975_12068,2206,click,1764887388,473.95
975,sess_975_12068,2206,add_to_cart,1764887318,429.15
1483,sess_1483_69245,2052,view,1759357632,850.93
178,sess_178_70036,2490,view,1757017177,55.68
178,sess_178_70036,2490,click,1757017304,762.72
178,sess_178_70036,2490,add_to_cart,1757017405,617.8
2009,sess_2009_19632,2459,view,1752723450,290.58
2009,sess_2009_19632,2459,click,1752723492,60.05
2009,sess_2009_19632,2459,add_to_cart,1752723600,562.26
2009,sess_2009_19632,2459,purchase,1752723912,493.97
2009,sess_2009_19632,2459,purchase,1752723802,343.43
2447,sess_2447_69469,2087,view,1759328903,387.75
2447,sess_2447_69469,2087,click,1759328937,767.66
2447,sess_2447_69469,2087,add_to_cart,1759329245,790.06
2259,sess_2259_66370,2477,view,1760234808,373.02
2259,sess_2259_66370,2477,click,1760234929,359.46
2989,sess_2989_65936,1195,view,1762567367,230.15
2989,sess_2989_65936,1195,click,1762567411,618.45
2989,sess_2989_65936,1195,add_to_cart,1762567619,61.35
350,sess_350_22656,1191,view,1755318513,730.78
350,sess_350_22656,1191,click,1755318660,54.92
350,sess_350_22656,1191,add_to_cart,1755318809,505.95
350,sess_350_22656,1191,purchase,1755319041,110.89
350,sess_350_22656,1191,purchase,1755318893,786.37
1733,sess_1733_47700,2778,view,1757737433,317.13
2368,sess_2368_30280,2040,view,1756792436,202.6
2368,sess_2368_30280,2040,click,1756792468,315.75
2279,sess_2279_46512,1753,view,1758178843,726.69
2298,sess_2298_89822,2996,view,1756774066,27.03
1120,sess_1120_54541,2440,view,1761921447,164.08
1120,sess_1120_54541,2440,click,1761921488,510.12
1120,sess_1120_54541,2440,add_to_cart,1761921661,63.56
2594,sess_2594_22026,2991,view,1755292964,194.4
1720,sess_1720_30631,1930,view,1761602182,649.71
1720,sess_1720_30631,1930,click,1761602332,537.01
1720,sess_1720_30631,1930,add_to_cart,1761602218,140.87
2531,sess_2531_45665,1102,view,1760376440,382.19
2487,sess_2487_45804,1906,view,1764193995,103.32
2487,sess_2487_45804,1906,click,1764194110,100.69
2487,sess_2487_45804,1906,add_to_cart,1764194351,610.96
2487,sess_2487_45804,1906,purchase,1764194382,474.71
2487,sess_2487_45804,1906,purchase,1764194327,41.83
1619,sess_1619_11007,2228,view,1764380992,850.85
563,sess_563_47938,2566,view,1762305663,7.95
563,sess_563_47938,2566,click,1762305778,158.95
563,sess_563_47938,2566,add_to_cart,1762305867,479.79
943,sess_943_19447,2025,view,1761148894,393.16
943,sess_943_19447,2025,click,1761149016,829.13
943,sess_943_19447,2025,add_to_cart,1761149064,518.61
2349,sess_2349_47947,1829,view,1765878354,19.75
2349,sess_2349_47947,1829,click,1765878442,155.51
2349,sess_2349_47947,1829,add_to_cart,1765878680,414.63
2349,sess_2349_47947,1829,purchase,1765878645,80.23
2349,sess_2349_47947,1829,purchase,1765878482,219.74
2413,sess_2413_61873,1821,view,1753205666,671.48
908,sess_908_20011,1683,view,1759246154,103.51
908,sess_908_20011,1683,click,1759246289,175.32
1432,sess_1432_40968,1720,view,1766085869,231.12
1432,sess_1432_40968,1720,click,1766085918,542.56
2685,sess_2685_92306,1155,view,1759520734,679.25
2685,sess_2685_92306,1155,click,1759520887,404.57
2313,sess_2313_92210,2317,view,1762506712,396.35
2313,sess_2313_92210,2317,click,1762506837,398.55
2313,sess_2313_92210,2317,add_to_cart,1762506876,716.9
2423,sess_2423_76497,1116,view,1766565930,416.11
2423,sess_2423_76497,1116,click,1766565944,52.14
2423,sess_2423_76497,1116,add_to_cart,1766566086,69.98
370,sess_370_70648,2260,view,1758074331,858.85
370,sess_370_70648,2260,click,1758074346,405.31
370,sess_370_70648,2260,add_to_cart,1758074633,587.0
370,sess_370_70648,2260,purchase,1758074592,544.9
370,sess_370_70648,2260,purchase,1758074863,136.62
254,sess_254_55015,1923,view,1755826416,454.59
707,sess_707_67377,1081,view,1760438368,470.95
707,sess_707_67377,1081,click,1760438413,328.14
1159,sess_1159_54350,1794,view,1756420629,48.08
1159,sess_1159_54350,1794,click,1756420795,582.93
1159,sess_1159_54350,1794,add_to_cart,1756420671,297.39
1159,sess_1159_54350,1794,purchase,1756421070,610.86
1159,sess_1159_54350,1794,purchase,1756420937,227.54
2690,sess_2690_53694,2976,view,1766443266,597.59
2690,sess_2690_53694,2976,click,1766443360,279.9
2688,sess_2688_26901,2431,view,1757827507,279.31
2688,sess_2688_26901,2431,click,1757827608,579.5
2688,sess_2688_26901,2431,add_to_cart,1757827685,732.05
2688,sess_2688_26901,2431,purchase,1757828035,632.84
2688,sess_2688_26901,2431,purchase,1757828227,821.29
383,sess_383_76648,2324,view,1761740174,326.98
383,sess_383_76648,2324,click,1761740225,856.1
383,sess_383_76648,2324,add_to_cart,1761740358,852.95
383,sess_383_76648,2324,purchase,1761740561,173.61
383,sess_383_76648,2324,purchase,1761740334,140.3
1212,sess_1212_76543,2730,view,1754877511,751.77
2157,sess_2157_91006,1078,view,1765612004,339.67
2157,sess_2157_91006,1078,click,1765612050,163.58
2157,sess_2157_91006,1078,add_to_cart,1765612332,728.33
679,sess_679_15726,2477,view,1760917579,609.05
679,sess_679_15726,2477,click,1760917644,872.66
679,sess_679_15726,2477,add_to_cart,1760917901,257.15
679,sess_679_15726,2477,purchase,1760917936,211.37
679,sess_679_15726,2477,purchase,1760917843,279.21
1922,sess_1922_58213,2852,view,1756430542,886.01
1922,sess_1922_58213,2852,click,1756430665,692.73
1565,sess_1565_31241,2030,view,1754105482,721.33
1565,sess_1565_31241,2030,click,1754105522,785.83
1565,sess_1565_31241,2030,add_to_cart,1754105518,577.42
1565,sess_1565_31241,2030,purchase,1754105782,499.53
1565,sess_1565_31241,2030,purchase,1754105606,640.55
2114,sess_2114_47363,2744,view,1766403451,246.24
2103,sess_2103_22021,1302,view,1752534904,735.22
2103,sess_2103_22021,1302,click,1752534998,837.49
2103,sess_2103_22021,1302,add_to_cart,1752535126,48.88
2103,sess_2103_22021,1302,purchase,1752535303,337.19
2103,sess_2103_22021,1302,purchase,1752535316,895.08
1536,sess_1536_51770,1460,view,1766148304,302.43
599,sess_599_47601,1282,view,1752419289,626.77
569,sess_569_68799,2555,view,1757486812,815.37
569,sess_569_68799,2555,click,1757486821,231.08
569,sess_569_68799,2555,add_to_cart,1757486898,494.38
569,sess_569_68799,2555,purchase,1757487292,475.47
569,sess_569_68799,2555,purchase,1757486944,698.78
974,sess_974_16258,1617,view,1763810291,575.42
2552,sess_2552_24530,1937,view,1753773352,537.47
068,sess_68_28818,2295,view,1762923909,2.41
068,sess_68_28818,2295,click,1762924004,217.27
1707,sess_1707_78614,1384,view,1761760715,858.11
2229,sess_2229_61177,2040,view,1753158572,40.14
1585,sess_1585_12128,1765,view,1761819601,310.98
1585,sess_1585_12128,1765,click,1761819774,565.8
1585,sess_1585_12128,1765,add_to_cart,1761819907,661.93
1362,sess_1362_56176,1274,view,1758650052,732.34
718,sess_718_72722,2701,view,1757211874,730.54
718,sess_718_72722,2701,click,1757211895,644.72
718,sess_718_72722,2701,add_to_cart,1757212118,34.25
718,sess_718_72722,2701,purchase,1757212042,40.38
718,sess_718_72722,2701,purchase,1757212098,797.33
1293,sess_1293_77552,2912,view,1761129552,426.59
1293,sess_1293_77552,2912,click,1761129566,678.21
1293,sess_1293_77552,2912,add_to_cart,1761129658,258.21
196,sess_196_45811,2774,view,1765722298,393.82
196,sess_196_45811,2774,click,1765722405,669.23
196,sess_196_45811,2774,add_to_cart,1765722504,305.79
766,sess_766_58148,2017,view,1752303286,240.78
766,sess_766_58148,2017,click,1752303312,654.65
766,sess_766_58148,2017,add_to_cart,1752303336,388.12
766,sess_766_58148,2017,purchase,1752303439,491.38
766,sess_766_58148,2017,purchase,1752303634,93.24
1344,sess_1344_50173,2354,view,1760329417,646.18
1344,sess_1344_50173,2354,click,1760329464,621.1
1344,sess_1344_50173,2354,add_to_cart,1760329605,402.97
2978,sess_2978_90589,2782,view,1760513552,575.88
2978,sess_2978_90589,2782,click,1760513571,68.46
2978,sess_2978_90589,2782,add_to_cart,1760513888,366.18
2102,sess_2102_14081,2641,view,1765415201,610.6
2102,sess_2102_14081,2641,click,1765415318,32.28
276,sess_276_57467,1484,view,1761387412,30.11
276,sess_276_57467,1484,click,1761387456,611.48
276,sess_276_57467,1484,add_to_cart,1761387610,335.44
315,sess_315_79397,2176,view,1761654244,283.63
315,sess_315_79397,2176,click,1761654320,225.4
465,sess_465_75410,1054,view,1759124318,822.27
465,sess_465_75410,1054,click,1759124353,236.34
1067,sess_1067_38124,2442,view,1757545047,624.89
1067,sess_1067_38124,2442,click,1757545177,180.96
1067,sess_1067_38124,2442,add_to_cart,1757545125,767.69
1067,sess_1067_38124,2442,purchase,1757545407,156.22
1067,sess_1067_38124,2442,purchase,1757545519,897.54
2794,sess_2794_97535,2982,view,1761981813,495.45
2794,sess_2794_97535,2982,click,1761981892,802.31
